end_id	source_record_id	source_end_id	source_id	species	sample_id	assay	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	intensity	category	associated_gene	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_6683459_r001447	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001446	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001446	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6683459	6683458	6683459	-	-820.9679268	P	SLIV_t29995	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_6683564_r001448	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001447	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001447	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6683564	6683563	6683564	-	-2.641664592	P	SLIV_t30000	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_6683641_r001449	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001448	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001448	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6683641	6683640	6683641	-	-51.15400523	P	SLIV_t30005	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_6683752_r001450	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001449	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001449	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6683752	6683751	6683752	-	-44.00271282	P	SLIV_t30010	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6687282_r001451	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001450	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001450	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6687282	6687281	6687282	+	0.738576768	P	SLIV_30025	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6688516_r001452	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001451	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001451	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6688516	6688515	6688516	+	6.490615525	P	SLIV_30040	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6690519_r001453	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001452	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001452	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6690519	6690518	6690519	+	3.603775253	P	SLIV_30055	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6690633_r001454	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001453	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001453	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6690633	6690632	6690633	+	41.48859847	P	SLIV_t30060	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6698287_r001455	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001454	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001454	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6698287	6698286	6698287	+	16.43046407	P	SLIV_t30100	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_6703283_r001456	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001455	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001455	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6703283	6703282	6703283	-	-0.701659977	N	-	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6703319_r001457	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001456	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001456	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6703319	6703318	6703319	+	26.8484387	P	SLIV_30120	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_6703376_r001458	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001457	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001457	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6703376	6703375	6703376	-	-0.291000692	A	SLIV_30125	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_6703964_r001459	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001458	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001458	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6703964	6703963	6703964	-	-0.291000692	P	SLIV_30130	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6714242_r001460	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001459	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001459	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6714242	6714241	6714242	+	37.56174765	P	SLIV_30170	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6717287_r001461	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001460	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001460	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6717287	6717286	6717287	+	1.858787675	P	SLIV_30190	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6719216_r001462	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001461	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001461	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6719216	6719215	6719216	+	1.350619872	P	SLIV_30195	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6723633_r001463	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001462	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001462	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6723633	6723632	6723633	+	1.000044027	P	SLIV_30210	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_6723633_r001464	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001463	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001463	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6723633	6723632	6723633	-	-1.149236053	P	SLIV_30215	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_6725045_r001465	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001464	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001464	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6725045	6725044	6725045	-	-1.38804495	P	SLIV_30220	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6728102_r001466	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001465	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001465	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6728102	6728101	6728102	+	7.580784713	P	SLIV_30230	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6728948_r001467	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001466	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001466	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6728948	6728947	6728948	+	1.246236283	P	SLIV_30235	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6730534_r001468	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001467	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001467	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6730534	6730533	6730534	+	17.92136775	C	SLIV_30245	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6731332_r001469	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001468	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001468	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6731332	6731331	6731332	+	257.8288346	P	SLIV_30245	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6737728_r001470	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001469	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001469	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6737728	6737727	6737728	+	0.619426463	P	SLIV_30270	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6746060_r001471	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001470	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001470	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6746060	6746059	6746060	+	2.88734856	C	SLIV_30315	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6747158_r001472	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001471	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001471	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6747158	6747157	6747158	+	6.096247819	P	SLIV_30320	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6756129_r001473	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001472	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001472	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6756129	6756128	6756129	+	5.180978745	P	SLIV_30355	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6758323_r001474	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001473	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001473	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6758323	6758322	6758323	+	0.492384512	P	SLIV_30365	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6758704_r001475	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001474	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001474	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6758704	6758703	6758704	+	26.32015397	P	SLIV_30370	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6759729_r001476	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001475	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001475	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6759729	6759728	6759729	+	360.3626795	P	SLIV_30380	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6766864_r001477	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001476	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001476	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6766864	6766863	6766864	+	0.291000692	P	SLIV_30405	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6779216_r001478	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001477	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001477	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6779216	6779215	6779216	+	0.589384742	P	SLIV_30455	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6780748_r001479	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001478	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001478	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6780748	6780747	6780748	+	1.858279388	P	SLIV_30460	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_6787849_r001480	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001479	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001479	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6787849	6787848	6787849	-	-2.559939365	P	SLIV_30500	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6799950_r001481	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001480	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001480	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6799950	6799949	6799950	+	12.33684574	C	SLIV_30550	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6812269_r001482	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001481	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001481	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6812269	6812268	6812269	+	1.007427385	C	SLIV_30615	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6815855_r001483	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001482	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001482	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6815855	6815854	6815855	+	0.432809359	P	SLIV_30625	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6819400_r001484	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001483	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001483	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6819400	6819399	6819400	+	5.69348018	P	SLIV_30645	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_6821254_r001485	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001484	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001484	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6821254	6821253	6821254	-	-208.6724288	P	SLIV_30660	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_6821656_r001486	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001485	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_001485	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6821656	6821655	6821656	-	-1.201427847	P	SLIV_30665	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6829714_r001487	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001486	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001486	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6829714	6829713	6829714	+	0.388000923	P	SLIV_30695	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6834739_r001488	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001487	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001487	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6834739	6834738	6834739	+	0.440192717	P	SLIV_30715	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6852717_r001489	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001488	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001488	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6852717	6852716	6852717	+	0.291000692	P	SLIV_30765	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6856958_r001490	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001489	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001489	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6856958	6856957	6856958	+	0.626809821	P	SLIV_30785	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6861505_r001491	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001490	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001490	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6861505	6861504	6861505	+	0.806043566	P	SLIV_30795	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_6865158_r001492	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001491	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_001491	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	6865158	6865157	6865158	+	6.827949517	C	SLIV_r30815	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
