end_id	source_record_id	source_end_id	source_id	species	sample_id	assay	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	gene_upstream	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3670682_r000859	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000858	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000858	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3670682	3670681	3670682	+	mltD	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3677318_r000860	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000859	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000859	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3677318	3677317	3677318	-	clpB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3682703_r000861	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000860	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000860	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3682703	3682702	3682703	+	yfiO	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3683389_r000862	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000861	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000861	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3683389	3683388	3683389	+	raiA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3684877_r000863	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000862	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000862	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3684877	3684876	3684877	-	tyrA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3684905_r000864	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000863	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000863	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3684905	3684904	3684905	+	pheA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3686021_r000865	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000864	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000864	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3686021	3686020	3686021	-	aroF	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3690203_r000866	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000865	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000865	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3690203	3690202	3690203	-	rplS	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3691947_r000867	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000866	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000866	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3691947	3691946	3691947	-	rpsP	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3694807_r000868	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000867	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000867	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3694807	3694806	3694807	-	luxS	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3694821_r000869	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000868	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000868	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3694821	3694820	3694821	+	ypjD	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3695492_r000870	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000869	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000869	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3695492	3695491	3695492	-	gshA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3697529_r000871	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000870	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000870	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3697529	3697528	3697529	-	yqaB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3699116_r000872	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000871	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000871	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3699116	3699115	3699116	-	csrA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3702860_r000873	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000872	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000872	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3702860	3702859	3702860	-	recA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3707367_r000874	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000873	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000873	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3707367	3707366	3707367	-	cybB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3710982_r000875	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000874	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000874	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3710982	3710981	3710982	+	budC	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3727875_r000876	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000875	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000875	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3727875	3727874	3727875	-	Dda3937_03175	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3753560_r000877	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000876	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000876	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3753560	3753559	3753560	-	yafN	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3754961_r000878	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000877	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000877	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3754961	3754960	3754961	-	Dda3937_00951	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3762453_r000879	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000878	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000878	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3762453	3762452	3762453	-	Dda3937_00940	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3764996_r000880	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000879	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000879	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3764996	3764995	3764996	-	proA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3767473_r000881	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000880	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000880	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3767473	3767472	3767473	-	crl	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3771326_r000882	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000881	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000881	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3771326	3771325	3771326	-	gpt	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3774045_r000883	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000882	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000882	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3774045	3774044	3774045	+	pepD	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3776289_r000884	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000883	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000883	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3776289	3776288	3776289	+	yafK	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3777039_r000885	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000884	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000884	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3777039	3777038	3777039	-	lpcA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3780444_r000886	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000885	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000885	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3780444	3780443	3780444	-	mtrK	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3783045_r000887	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000886	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000886	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3783045	3783044	3783045	-	Dda3937_00923	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3783076_r000888	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000887	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000887	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3783076	3783075	3783076	+	Dda3937_00924	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3787111_r000889	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000888	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000888	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3787111	3787110	3787111	+	yafV	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3807878_r000890	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000889	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000889	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3807878	3807877	3807878	+	proW	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3808995_r000891	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000890	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000890	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3808995	3808994	3808995	+	proX	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3810522_r000892	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000891	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000891	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3810522	3810521	3810522	+	ygaY	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3812427_r000893	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000892	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000892	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3812427	3812426	3812427	+	mprA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3813765_r000894	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000893	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000893	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3813765	3813764	3813765	+	emrA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3815292_r000895	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000894	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000894	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3815292	3815291	3815292	-	yfiF	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3815314_r000896	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000895	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000895	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3815314	3815313	3815314	+	emrB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3822430_r000897	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000896	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000896	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3822430	3822429	3822430	+	pssA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3833573_r000898	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000897	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000897	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3833573	3833572	3833573	+	metQ	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3836605_r000899	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000898	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000898	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3836605	3836604	3836605	-	rpoS	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3836628_r000900	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000899	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000899	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3836628	3836627	3836628	+	proS	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3837669_r000901	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000900	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000900	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3837669	3837668	3837669	-	nlpD	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3843202_r000902	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000901	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000901	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3843202	3843201	3843202	-	cysC	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3843860_r000903	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000902	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000902	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3843860	3843859	3843860	-	cysN	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3848069_r000904	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000903	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000903	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3848069	3848068	3848069	-	cysH	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3848853_r000905	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000904	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000904	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3848853	3848852	3848853	-	cysI	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_3860081_r000906	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000905	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000905	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3860081	3860080	3860081	+	meh	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_3866685_r000907	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000906	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000906	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	3866685	3866684	3866685	-	eno	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
