end_id	source_record_id	site_id	source_id	species	assay	evidence_class	published_replicon	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	observed_log	log_average_read_count	observed_transition_stationary	transition_stationary_average_read_count	log_classification	transition_stationary_classification	terminator_score_log	terminator_score_transition_stationary	metadata_conflict_between_conditions	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_825500_r001393	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_825500	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_825500	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	825500	825499	825500	+	1	11575.35	1	932.795	internal,	internal,	1.70494150004292	1.70494150004292	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_825999_r001394	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_825999	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_825999	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	825999	825998	825999	+	1	1446.755333	0		internal,		undefined		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_826381_r001395	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_826381	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_826381	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	826381	826380	826381	+	1	10406.06667	0		primary, internal,		1.57070908614541		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_826382_r001396	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_826382	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_826382	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	826382	826381	826382	+	0		1	4180.84		primary, internal,		1.57070908614541	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_826661_r001397	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_826661	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_826661	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	826661	826660	826661	+	0		1	967.2616667		internal,		1.59531001173501	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_826663_r001398	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_826663	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_826663	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	826663	826662	826663	+	1	5751.876667	0		internal,		1.59531001173501		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_826819_r001399	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_826819	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_826819	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	826819	826818	826819	+	1	1507.979333	1	1227.720333	internal,	internal,	1.08726939460274	1.08726939460274	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_827338_r001400	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_827338	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_827338	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	827338	827337	827338	+	0		1	74401.7		internal,		1.02045989216258	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_827340_r001401	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_827340	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_827340	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	827340	827339	827340	+	1	106922.0	0		primary, internal,		1.14596454767805		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_827724_r001402	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_827724	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_827724	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	827724	827723	827724	+	0		1	713.9483333		internal,		1.07734887653692	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_827824_r001403	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_827824	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_827824	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	827824	827823	827824	+	1	1876.476667	0		internal,		3.8539692682123		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_827939_r001404	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_827939	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_827939	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	827939	827938	827939	+	1	1488.359333	0		internal,		2.51277879429577		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_828125_r001405	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_828125	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_828125	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	828125	828124	828125	+	1	1979.302667	0		internal,		1.62269363799989		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_832038_r001406	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_832038	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_832038	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	832038	832037	832038	+	1	4121.803333	0		internal, antisense,		1.01466277764011		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_832041_r001407	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_832041	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_832041	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	832041	832040	832041	-	1	1797.776667	1	691.9333333	primary, antisense,	primary, antisense,	1.87560786858167	1.87560786858167	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_835006_r001408	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_835006	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_835006	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	835006	835005	835006	+	1	2314.62	0		primary, internal,		6.17214876189375		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_835598_r001409	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_835598	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_835598	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	835598	835597	835598	+	1	10361.95	1	4460.256667	primary, internal,	primary, internal,	1.83904969385459	1.83904969385459	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_835833_r001410	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_835833	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_835833	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	835833	835832	835833	+	1	8470.956667	1	1207.713	primary, internal,	primary, internal,	1.15445006696602	1.15445006696602	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_836673_r001411	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_836673	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_836673	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	836673	836672	836673	+	1	6032.873333	1	590.6866667	internal,	internal,	1.18847742983025	1.18847742983025	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_836983_r001412	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_836983	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_836983	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	836983	836982	836983	+	1	2178.053	0		internal,		3.17158356784202		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_837652_r001413	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_837652	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_837652	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	837652	837651	837652	+	1	1586.549333	0		internal,		1.16312675998379		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_838861_r001414	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_838861	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_838861	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	838861	838860	838861	+	0		1	528.1293333		internal,		1.52851519365063	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_839245_r001415	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_839245	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_839245	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	839245	839244	839245	+	1	1482.763667	0		internal,		1.20192599235154		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_839899_r001416	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_839899	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_839899	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	839899	839898	839899	+	0		1	10601.67333		internal,		1.5979526430282	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_839903_r001417	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_839903	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_839903	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	839903	839902	839903	+	1	9977.063333	0		primary, internal,		1.5979526430282		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_840787_r001418	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_840787	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_840787	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	840787	840786	840787	+	1	2283.249333	0		internal,		1.43937791393225		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_842539_r001419	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_842539	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_842539	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	842539	842538	842539	+	1	39166.43333	1	5059.473333	primary,	primary,	3.87366356952451	3.87366356952451	1	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_843699_r001420	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_843699	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_843699	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	843699	843698	843699	+	1	3059.936667	0		internal,		2.01723808401414		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_843864_r001421	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_843864	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_843864	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	843864	843863	843864	+	0		1	744.472		internal,		1.11536536666996	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_844164_r001422	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_844164	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_844164	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	844164	844163	844164	+	1	7893.4	0		internal,		1.28968790363784		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_844165_r001423	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_844165	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_844165	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	844165	844164	844165	+	0		1	542.6716667		internal,		1.42597718750289	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_844884_r001424	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_844884	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_844884	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	844884	844883	844884	+	0		1	817.3886667		internal,		6.46079761429803	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_845873_r001425	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_845873	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_845873	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	845873	845872	845873	+	1	6213.41	0		internal,		1.03472734306604		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_846353_r001426	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_846353	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_846353	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	846353	846352	846353	+	1	3792.743333	0		internal,		2.81048562017188		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_847202_r001427	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_847202	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_847202	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	847202	847201	847202	+	1	2915.953333	1	34100.6	primary, internal,	primary, internal,	4.11682196360191	4.11682196360191	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_847408_r001428	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_847408	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_847408	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	847408	847407	847408	+	1	1925.546667	1	498.3956667	internal,	internal,	undefined	undefined	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_847639_r001429	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_847639	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_847639	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	847639	847638	847639	+	0		1	625.8426667		internal,		1.86512783897858	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_847851_r001430	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_847851	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_847851	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	847851	847850	847851	+	1	4343.496667	0		internal,		5.81439089651465		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_848512_r001431	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_848512	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_848512	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	848512	848511	848512	+	1	2886.956667	0		orphan		3.3100976141244		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_848913_r001432	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_848913	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_848913	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	848913	848912	848913	+	1	1726.342667	0		internal,		2.22363888563898		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_849191_r001433	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_849191	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_849191	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	849191	849190	849191	+	1	7125.153333	1	2828.603333	internal,	internal,	1.4297871741286	1.4297871741286	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_849374_r001434	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_849374	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_849374	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	849374	849373	849374	+	1	1295.213	0		internal,		1.11873884698199		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_849670_r001435	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_849670	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_849670	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	849670	849669	849670	+	0		1	952.6156667		internal,		1.5026100042769	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_849671_r001436	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_849671	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_849671	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	849671	849670	849671	+	1	5319.783333	0		internal,		1.31491577185678		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_850146_r001437	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_850146	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_850146	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	850146	850145	850146	+	1	1566.932	0		internal,		1.86986824826899		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_850682_r001438	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_850682	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_850682	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	850682	850681	850682	+	1	1340.602333	0		internal,		1.22973449006255		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_850893_r001439	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_850893	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_850893	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	850893	850892	850893	+	1	1431.776	0		internal,		4.63250132613058		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_plus_851279_r001440	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_851279	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_F_851279	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	851279	851278	851279	+	0		1	737.8553333		internal,		1.12951118523277	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
