end_id	link_status	record_id	source_id	species	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	locus	gene_start_1based	gene_end_1based	gene_annotation	tts_counts	three_prime_utr_length	begins_operon	operon_id	pmid	doi	source_table	count_discrepancy_warning
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5017017_r001467	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000585	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5017017	5017016	5017017	+	PA4484	5015535	5016980	aspartyl/glutamyl-tRNA amidotransferase subunit	129.0	37	1	3046	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000586	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5028352	5028351	5028352	-	PA4493	5028394	5028954	RoxR protein	22.0	42	0	3049	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5031283_r001471	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000587	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5031283	5031282	5031283	+	PA4495	5030525	5031235	hypothetical protein	47.0	48	1	3050	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5034794_r001474	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000588	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5034794	5034793	5034794	-	PA4498	5034860	5036077	metallopeptidase	21.0	66	1	3053	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5038716_r001485	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000589	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5038716	5038715	5038716	+	PA4500	5037074	5038675	ABC transporter	31.0	41	1	3055	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5046061_r001493	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000590	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5046061	5046060	5046061	+	PA4506	5045028	5045999	peptide ABC transporter ATP-binding protein	19.0	62	0	3059	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5059528_r001495	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000591	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5059528	5059527	5059528	-	PA4518	5059574	5059999	hypothetical protein	14.0	46	1	3068	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5060067_r001496	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000592	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5060067	5060066	5060067	-	PA4519	5060115	5061278	ornithine decarboxylase	54.0	48	1	3069	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5068895_r001497	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000593	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5068895	5068894	5068895	-	PA4524.1	5068932	5069007	tRNA-Thr	297.0	37	1	3074	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5068933_r001498	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000594	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5068933	5068932	5068933	-	PA4525	5069082	5069531	type 4 fimbrial PilA	1191.0	149	1	3075	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5071476_r001500	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000595	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5071476	5071475	5071476	+	PA4526	5069763	5071463	type 4 fimbrial biogenesis protein PilB	20.0	13	1	3076	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5086924_r001502	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000596	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5086924	5086923	5086924	-	PA4541.1	5086925	5087000	tRNA-Lys	685.0	1	0	3085	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5087012_r001503	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000597	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5087012	5087011	5087012	-	PA4541.2	5087011	5087087	tRNA-Pro	880.0	1	0	3085	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5087098_r001506	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000598	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5087098	5087097	5087098	-	PA4541.3	5087097	5087172	tRNA-Asn	414.0	1	1	3085	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5087359_r001508	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000599	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5087359	5087358	5087359	-	PA4542	5087408	5089972	ClpB protein	80.0	49	1	3086	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000600	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5090766	5090765	5090766	-	PA4544	5090853	5091815	pseudouridine synthase	7.0	87	1	3087	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5093028_r001509	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000601	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5093028	5093027	5093028	+	PA4545	5091961	5092986	competence protein ComL	207.0	42	1	3088	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5096326_r001510	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000602	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5096326	5096325	5096326	-	PA4548	5096368	5097462	D-amino acid oxidase	18.0	42	1	3090	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5104942_r001511	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000603	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5104942	5104941	5104942	-	PA4557	5104986	5105930	4-hydroxy-3-methylbut-2-enyl diphosphate	27.0	44	1	3093	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000604	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5104974	5104973	5104974	+	PA4556	5104514	5104939	type 4 fimbrial biogenesis protein PilE	12.0	35	0	3092	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000605	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5105971	5105970	5105971	-	PA4558	5106016	5106456	FkbP-type peptidyl-prolyl cis-trans isomerase	19.0	45	0	3094	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5112985_r001515	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000606	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5112985	5112984	5112985	+	PA4563	5112663	5112938	30S ribosomal protein S20	1112.0	47	1	3096	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5115985_r001518	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000607	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5115985	5115984	5115985	-	PA4567	5116032	5116289	50S ribosomal protein L27	994.0	47	0	3099	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000608	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5120575	5120574	5120575	-	PA4572	5120635	5121252	peptidyl-prolyl cis-trans isomerase FklB	38.0	60	1	3103	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5121839_r001533	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000609	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5121839	5121838	5121839	-	PA4574	5121899	5122387	hypothetical protein	27.0	60	1	3105	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5122995_r001534	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000610	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5122995	5122994	5122995	-	PA4576	5123053	5125506	ATP-dependent protease	64.0	58	1	3107	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5126688_r001537	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000611	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5126688	5126687	5126688	+	PA4578	5126166	5126654	hypothetical protein	546.0	34	1	3109	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000612	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5131195	5131194	5131195	+	PA4581.1	5131082	5131155	tRNA-Arg	20.0	40	1	3113	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000613	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5135781	5135780	5135781	+	PA4585	5134689	5135714	RNA 3'-terminal-phosphate cyclase	14.0	67	0	3115	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000614	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5146857	5146856	5146857	-	PA4595	5146907	5148571	ABC transporter ATP-binding protein	60.0	50	1	3122	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000615	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5162005	5162004	5162005	-	PA4603	5162069	5162449	hypothetical protein	15.0	64	0	3128	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5162037_r001545	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000616	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5162037	5162036	5162037	+	PA4602	5160738	5161991	serine hydroxymethyltransferase	135.0	46	1	3127	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5163492_r001547	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000617	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5163492	5163491	5163492	-	PA4605	5163536	5163739	hypothetical protein	178.0	44	1	3129	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000618	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5163751	5163750	5163751	-	PA4606	5163788	5165854	hypothetical protein	7.0	37	1	3130	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5166147_r001549	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000619	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5166147	5166146	5166147	-	PA4607	5166191	5166697	hypothetical protein	66.0	44	1	3131	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5169201_r001552	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000620	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5169201	5169200	5169201	-	PA4611	5169251	5169505	hypothetical protein	36.0	50	1	3135	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000621	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5172684	5172683	5172684	-	PA4615	5172771	5173547	oxidoreductase	26.0	87	1	3139	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5172714_r001556	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000622	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5172714	5172713	5172714	+	PA4614	5172253	5172666	large-conductance mechanosensitive channel	57.0	48	1	3138	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5183894_r001557	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000623	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5183894	5183893	5183894	-	PA4623	5183950	5184339	hypothetical protein	62.0	56	1	3144	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000624	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5199461	5199460	5199461	-	PA4632	5199503	5200324	hypothetical protein	102.0	42	1	3153	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000625	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5206992	5206991	5206992	-	PA4639	5207035	5207622	hypothetical protein	86.0	43	1	3160	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5210028_r001566	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000626	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5210028	5210027	5210028	+	PA4640	5208464	5209987	malate:quinone oxidoreductase	142.0	41	1	3161	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5210662_r001568	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000627	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5210662	5210661	5210662	-	PA4642	5210706	5210996	hypothetical protein	47.0	44	1	3162	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000628	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5214796	5214795	5214796	+	PA4647	5213474	5214757	uracil permease	23.0	39	0	3165	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5229417_r001570	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000629	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5229417	5229416	5229417	-	PA4661	5229459	5229980	lipid A 3-O-deacylase	713.0	42	1	3171	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000630	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5238296	5238295	5238296	+	PA4669	5237393	5238241	4-diphosphocytidyl-2-C-methyl-D-erythritol	13.0	55	0	3173	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5238420_r001581	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000631	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5238420	5238419	5238420	+	PA4669.1	5238277	5238351	tRNA-Gln	423.0	69	0	3173	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5240208_r001591	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000632	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5240208	5240207	5240208	+	PA4671	5239466	5240080	50S ribosomal protein L25	663.0	128	1	3175	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000633	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5241895	5241894	5241895	+	PA4673	5240747	5241847	GTP-dependent nucleic acid-binding protein	37.0	48	1	3177	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5242199_r001595	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000634	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5242199	5242198	5242199	+	PA4673.1	5242026	5242102	tRNA-Met	138.0	97	1	3178	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5242211_r001596	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000635	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5242211	5242210	5242211	-	PA4674	5242254	5242559	hypothetical protein	20.0	43	1	3179	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000636	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5245453	5245452	5245453	+	PA4675	5243178	5245406	TonB-dependent receptor	15.0	47	1	3180	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_5257625_r001598	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000637	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5257625	5257624	5257625	+	PA4686	5254738	5257584	hypothetical protein	25.0	41	0	3186	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000638	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5258745	5258744	5258745	+	PA4687	5257696	5258703	ferric iron-binding periplasmic protein HitA	22.0	42	1	3187	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_5260290_r001599	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000639	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5260290	5260289	5260290	-	PA4689	5260343	5262649	hypothetical protein	21.0	53	0	3188	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000640	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	5260327	5260326	5260327	+	PA4688	5258724	5260262	iron (III)-transporter permease HitB	9.0	65	0	3187	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
