locus_tag	tts_position	gff_matched	inferred_strand	confidence	note
CDIF630nc_094	3364754	否		无法确定	locus tag(CDIF630nc_094)未命中且坐标(3364806-3364949)处无唯一GFF特征, 需人工核查
CDIF630nc_095	3365392	否		无法确定	locus tag(CDIF630nc_095)未命中且坐标(3365386-3365474)处无唯一GFF特征, 需人工核查
CDIF630_03160	3365576	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS15840 (3365642-3366346, -链); Location TTS=3UTR
CDIF630_03163	3367885	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS15855 (3367906-3368202, -链); Location TTS=3UTR
CDIF630_03167	3369565	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS15875 (3369576-3369758, -链); Location TTS=3UTR
CDIF630_03169	3370723	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS15885 (3370068-3371765, -链); Location TTS=CDS
CDIF630_03178	3380004	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS15930 (3380046-3380615, -链); Location TTS=3UTR
CDIF630nc_096	3382484	否		无法确定	locus tag(CDIF630nc_096)未命中且坐标(3382380-3382613)处无唯一GFF特征, 需人工核查
CDIF630nc_096	3382613	否		无法确定	locus tag(CDIF630nc_096)未命中且坐标(3382380-3382613)处无唯一GFF特征, 需人工核查
CDIF630_03180	3382370	否		无法确定	locus tag(CDIF630_03180)未命中且坐标(3382438-3382542)处无唯一GFF特征, 需人工核查
CDIF630nc_098	3382964	是	-	低	locus tag(CDIF630nc_098)未命中; 按坐标关联到GFF gene/CDIF630_RS20605 (3382883-3383044, -链), 低置信
CDIF630nc_098	3383110	是	-	低	locus tag(CDIF630nc_098)未命中; 按坐标关联到GFF gene/CDIF630_RS20605 (3382883-3383044, -链), 低置信
CDIF630nc_097	3382821	是	-	低	locus tag(CDIF630nc_097)未命中; 按坐标关联到GFF gene/CDIF630_RS20605 (3382883-3383044, -链), 低置信
CDIF630_03192	3389448	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16005 (3389489-3389731, -链); Location TTS=3UTR
CDIF630_03196	3394371	是	-	高	locus tag直接命中 GFF gene/terS (3393856-3394548, -链); Location TTS=CDS
CDIF630_03197	3394581	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16030 (3394618-3394845, -链); Location TTS=3UTR
CDIF630_03198	3395414	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS16035 (3394969-3395286, +链); Location TTS=3UTR
CDIF630_03200	3395483	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16045 (3395531-3396142, -链); Location TTS=3UTR
CDIF630_03200	3395686	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16045 (3395531-3396142, -链); Location TTS=CDS
CDIF630_03200	3396054	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16045 (3395531-3396142, -链); Location TTS=CDS
CDIF630_03202	3396911	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS20890 (3396934-3397065, -链); Location TTS=3UTR
CDIF630_03203	3397090	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16060 (3397134-3398282, -链); Location TTS=3UTR
CDIF630_03214	3404065	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16125 (3404143-3404418, -链); Location TTS=3UTR
CDIF630_03237	3414888	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16230 (3414948-3415616, -链); Location TTS=3UTR
CDIF630_03241	3420007	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16250 (3419197-3420174, -链); Location TTS=CDS
CDIF630_03247	3424494	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16280 (3424556-3425965, -链); Location TTS=3UTR
CDIF630_03248	3426246	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16285 (3426336-3426998, -链); Location TTS=3UTR
CDIF630_03249	3427168	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16290 (3427252-3429471, -链); Location TTS=3UTR
CDIF630_03250	3429657	是	-	高	locus tag直接命中 GFF gene/adhE (3429747-3432401, -链); Location TTS=3UTR
CDIF630_03251	3433275	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS16300 (3432905-3433105, +链); Location TTS=3UTR
CDIF630_03252	3433232	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16305 (3433312-3433902, -链); Location TTS=3UTR
CDIF630_03253	3434597	是	-	高	locus tag直接命中 GFF gene/dpsA (3433905-3434780, -链); Location TTS=CDS
CDIF630_03257	3439207	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS16330 (3438288-3439067, +链); Location TTS=3UTR
CDIF630_03258	3439149	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16335 (3439522-3439950, -链); Location TTS=3UTR
CDIF630_03259	3441351	是	-	高	locus tag直接命中 GFF gene/cas2 (3441470-3441736, -链); Location TTS=3UTR
CDIF630_03268	3451044	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16385 (3451134-3453050, -链); Location TTS=3UTR
CDIF630_03271	3454860	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16400 (3454999-3455787, -链); Location TTS=3UTR
CDIF630_03273	3456944	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16410 (3457019-3457978, -链); Location TTS=3UTR
CDIF630_03277	3460628	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16430 (3460689-3461315, -链); Location TTS=3UTR
CDIF630_03277	3460893	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16430 (3460689-3461315, -链); Location TTS=CDS
CDIF630_03279	3463726	是	-	高	locus tag直接命中 GFF gene/nrdE (3462375-3464474, -链); Location TTS=CDS
CDIF630_03280	3465773	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS16445 (3464952-3465677, +链); Location TTS=3UTR
CDIF630_03281	3465717	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16450 (3465805-3467001, -链); Location TTS=3UTR
CP010905.2:3469459..3469640	3469355	是	-	低	坐标定位到GFF特征 riboswitch/ (3469460-3469641, -链), 非基因特征, 低置信
CP010905.2:3469459..3469640	3469462	是	-	低	坐标定位到GFF特征 riboswitch/ (3469460-3469641, -链), 非基因特征, 低置信
CDIF630_03285	3469462	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16465 (3469693-3470586, -链); Location TTS=3UTR
CDIF630_03285	3469355	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16465 (3469693-3470586, -链); Location TTS=3UTR
CDIF630_03287	3472151	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16475 (3471618-3472778, -链); Location TTS=CDS
CDIF630_03290	3475799	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS16490 (3474893-3475669, +链); Location TTS=3UTR
CDIF630_03291	3477214	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS16495 (3476002-3477147, +链); Location TTS=3UTR
CDIF630_03292	3477155	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16500 (3477302-3478171, -链); Location TTS=3UTR
CDIF630_03294	3479282	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16510 (3479373-3480761, -链); Location TTS=3UTR
CDIF630_03297	3483041	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16525 (3483100-3485700, -链); Location TTS=3UTR
CDIF630_03303	3490790	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16555 (3490949-3491416, -链); Location TTS=3UTR
CDIF630_03305	3492496	是	-	高	locus tag直接命中 GFF pseudogene/CDIF630_RS16565 (3492622-3493565, -链); Location TTS=3UTR
CDIF630_03306	3493776	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16570 (3493909-3495345, -链); Location TTS=3UTR
CDIF630_03309	3498582	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16585 (3498697-3499371, -链); Location TTS=3UTR
CDIF630_03311	3500415	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16595 (3500537-3501007, -链); Location TTS=3UTR
CDIF630_03313	3502108	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16605 (3501648-3502832, -链); Location TTS=CDS
CDIF630_03313	3502768	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16605 (3501648-3502832, -链); Location TTS=CDS
CDIF630_03314	3503220	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16610 (3502825-3504402, -链); Location TTS=CDS
CDIF630_03315	3504671	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16615 (3504755-3505591, -链); Location TTS=3UTR
CDIF630_03315	3504559	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16615 (3504755-3505591, -链); Location TTS=3UTR
CDIF630_03315	3504446	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16615 (3504755-3505591, -链); Location TTS=3UTR
CDIF630_03315	3505292	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16615 (3504755-3505591, -链); Location TTS=CDS
CDIF630_03316	3507919	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS16620 (3506477-3507751, +链); Location TTS=3UTR
CDIF630_03317	3507884	是	-	高	locus tag直接命中 GFF gene/trxA (3507958-3508275, -链); Location TTS=3UTR
CDIF630_03319	3510220	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS16635 (3509281-3510162, +链); Location TTS=3UTR
CDIF630_03320	3510184	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16640 (3510388-3511743, -链); Location TTS=3UTR
CDIF630_03321	3513290	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16645 (3513650-3514153, -链); Location TTS=3UTR
CDIF630_03322	3514276	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16650 (3514370-3515779, -链); Location TTS=3UTR
CDIF630_03323	3516092	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16655 (3515783-3516913, -链); Location TTS=CDS
CDIF630_03325	3518037	是	-	高	locus tag直接命中 GFF gene/pepI (3518110-3518991, -链); Location TTS=3UTR
CDIF630_03326	3520508	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS16670 (3519447-3520421, +链); Location TTS=3UTR
CDIF630_03327	3520473	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16675 (3520537-3521598, -链); Location TTS=3UTR
CDIF630_03328	3522032	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16680 (3522207-3523058, -链); Location TTS=3UTR
CDIF630_03330	3524041	是	-	高	locus tag直接命中 GFF gene/murQ (3524105-3525019, -链); Location TTS=3UTR
CDIF630_03334	3528386	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16710 (3528434-3528832, -链); Location TTS=3UTR
CDIF630_03336	3530247	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16720 (3530425-3531444, -链); Location TTS=3UTR
CDIF630_03336	3531386	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16720 (3530425-3531444, -链); Location TTS=CDS
CDIF630_03338	3532216	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16730 (3532270-3534177, -链); Location TTS=3UTR
CDIF630_03340	3535115	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16740 (3535248-3536399, -链); Location TTS=3UTR
CDIF630_03345	3540452	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16765 (3540464-3541249, -链); Location TTS=3UTR
CDIF630_03347	3542980	是	-	高	locus tag直接命中 GFF gene/xylA (3543137-3544474, -链); Location TTS=3UTR
CDIF630_03349	3547520	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS16785 (3546328-3547488, +链); Location TTS=3UTR
CDIF630_03350	3547480	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16790 (3547644-3548048, -链); Location TTS=3UTR
CDIF630_03350	3546308	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16790 (3547644-3548048, -链); Location TTS=3UTR
CDIF630_03352	3548652	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16800 (3548571-3549380, -链); Location TTS=CDS
CDIF630_03355	3552799	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16815 (3553029-3553550, -链); Location TTS=3UTR
CDIF630_03356	3554423	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS16820 (3553716-3554282, +链); Location TTS=3UTR
CDIF630_03356	3554568	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS16820 (3553716-3554282, +链); Location TTS=3UTR
CDIF630_03356	3554788	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS16820 (3553716-3554282, +链); Location TTS=3UTR
CDIF630_03357	3554738	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16830 (3554804-3555673, -链); Location TTS=3UTR
CDIF630_03360	3558572	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16845 (3558634-3559386, -链); Location TTS=3UTR
CDIF630_03361	3559567	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16850 (3559682-3560299, -链); Location TTS=3UTR
CDIF630_03362	3560322	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16855 (3560398-3561834, -链); Location TTS=3UTR
CDIF630_03367	3566023	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16880 (3566097-3567251, -链); Location TTS=3UTR
CDIF630_03370	3572313	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16895 (3572344-3573069, -链); Location TTS=3UTR
CDIF630_03371	3573194	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16900 (3573332-3574102, -链); Location TTS=3UTR
CDIF630_03373	3576674	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS16910 (3575922-3576644, +链); Location TTS=3UTR
CDIF630_03374	3578562	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS16915 (3576841-3578508, +链); Location TTS=3UTR
CDIF630_03375	3578518	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16920 (3578604-3579923, -链); Location TTS=3UTR
CDIF630_03378	3583296	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16940 (3583401-3584834, -链); Location TTS=3UTR
CDIF630_03382	3589520	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16960 (3589562-3590749, -链); Location TTS=3UTR
CP010905.2:3592298..3592477	3592223	是	-	低	坐标定位到GFF特征 riboswitch/ (3592298-3592477, -链), 非基因特征, 低置信
CDIF630_03385	3592703	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16970 (3592749-3594401, -链); Location TTS=3UTR
CDIF630_03387	3596052	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS16980 (3596089-3596580, -链); Location TTS=3UTR
CDIF630_03391	3601108	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17000 (3599519-3601063, +链); Location TTS=3UTR
CDIF630_03391	3599794	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17000 (3599519-3601063, +链); Location TTS=CDS
CDIF630_03393	3601966	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17010 (3602024-3602740, -链); Location TTS=3UTR
CDIF630_03395	3606432	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17020 (3604998-3606326, +链); Location TTS=3UTR
CDIF630_03396	3606383	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17025 (3606464-3607654, -链); Location TTS=3UTR
CDIF630_03399	3611253	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17040 (3611403-3612857, -链); Location TTS=3UTR
CDIF630_03403	3616845	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17060 (3616993-3618180, -链); Location TTS=3UTR
CDIF630_03406	3619950	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17075 (3619095-3619844, +链); Location TTS=3UTR
CDIF630_03407	3619870	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17080 (3620010-3620375, -链); Location TTS=3UTR
CDIF630_03409	3621324	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17090 (3621578-3623005, -链); Location TTS=3UTR
CDIF630_03410	3623416	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17095 (3623066-3624994, -链); Location TTS=CDS
CDIF630nc_101	3626001	是	-	低	locus tag(CDIF630nc_101)未命中; 按坐标关联到GFF gene/licT (3625139-3625981, -链), 低置信
CDIF630_03412	3626001	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17105 (3626298-3627698, -链); Location TTS=3UTR
CDIF630_03416	3632652	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17125 (3632679-3633566, -链); Location TTS=3UTR
CDIF630_03419	3636176	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17140 (3636280-3638175, -链); Location TTS=3UTR
CDIF630_03421	3639677	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17150 (3639794-3641227, -链); Location TTS=3UTR
CDIF630_03423	3643125	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17160 (3643217-3644050, -链); Location TTS=3UTR
CDIF630nc_130	3644069	是	-	低	locus tag(CDIF630nc_130)未命中; 按坐标关联到GFF gene/CDIF630_RS17160 (3643217-3644050, -链), 低置信
CDIF630_03427	3646535	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17190 (3647040-3647669, -链); Location TTS=3UTR
CDIF630_03428	3647708	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17195 (3647748-3648710, -链); Location TTS=3UTR
CDIF630_03429	3649372	是	-	高	locus tag直接命中 GFF gene/cbpA (3649472-3653044, -链); Location TTS=3UTR
CDIF630_03429	3651655	是	-	高	locus tag直接命中 GFF gene/cbpA (3649472-3653044, -链); Location TTS=CDS
CDIF630_03429	3651738	是	-	高	locus tag直接命中 GFF gene/cbpA (3649472-3653044, -链); Location TTS=CDS
CDIF630_03432	3654776	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17210 (3654885-3656510, -链); Location TTS=3UTR
CDIF630_03435	3664975	是	+	高	locus tag直接命中 GFF gene/drmB (3662987-3664900, +链); Location TTS=3UTR
CDIF630_03435	3664331	是	+	高	locus tag直接命中 GFF gene/drmB (3662987-3664900, +链); Location TTS=CDS
CDIF630_03443	3670640	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17265 (3669374-3670540, +链); Location TTS=3UTR
CDIF630_03444	3670589	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17270 (3670656-3670886, -链); Location TTS=3UTR
CDIF630_03447	3671855	是	-	高	locus tag直接命中 GFF gene/ssrA (3671918-3672267, -链); Location TTS=3UTR
CDIF630_03449	3674488	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17295 (3673521-3674348, +链); Location TTS=3UTR
CDIF630_03450	3676099	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17300 (3675363-3675827, +链); Location TTS=3UTR
CDIF630_03451	3675913	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17305 (3676094-3676738, -链); Location TTS=3UTR
CDIF630_03454	3679117	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17320 (3679356-3679847, -链); Location TTS=3UTR
CDIF630_03455	3680331	是	-	高	locus tag直接命中 GFF gene/rnr (3680597-3682732, -链); Location TTS=3UTR
CDIF630_03458	3684984	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17340 (3684425-3684922, +链); Location TTS=3UTR
CDIF630_03460	3687139	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17350 (3685922-3686860, +链); Location TTS=3UTR
CDIF630_03461	3687092	是	-	高	locus tag直接命中 GFF gene/secG (3687244-3687468, -链); Location TTS=3UTR
CDIF630_03462	3687941	是	-	高	locus tag直接命中 GFF gene/eno (3688061-3689353, -链); Location TTS=3UTR
CDIF630_03466	3693596	是	-	高	locus tag直接命中 GFF gene/gap (3693675-3694682, -链); Location TTS=3UTR
CDIF630_03469	3697945	是	-	高	locus tag直接命中 GFF gene/xdh (3698060-3700621, -链); Location TTS=3UTR
CDIF630_03474	3707785	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17420 (3706497-3708080, -链); Location TTS=CDS
CDIF630_03477	3711123	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17435 (3711713-3712096, -链); Location TTS=3UTR
CDIF630_03479	3714180	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17445 (3714374-3714751, -链); Location TTS=3UTR
CDIF630_03480	3716290	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17455 (3715656-3716141, +链); Location TTS=3UTR
CDIF630_03481	3716247	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17460 (3716341-3716880, -链); Location TTS=3UTR
CDIF630_03484	3720776	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17475 (3719042-3720694, +链); Location TTS=3UTR
CDIF630_03488	3727146	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17495 (3726003-3727025, +链); Location TTS=3UTR
CDIF630_03489	3728012	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17500 (3727178-3727924, +链); Location TTS=3UTR
CDIF630_03490	3729805	是	+	高	locus tag直接命中 GFF gene/cme (3728010-3729260, +链); Location TTS=3UTR
CDIF630_03495	3732912	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17525 (3733084-3734214, -链); Location TTS=3UTR
CDIF630_03497	3735023	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17535 (3735085-3735735, -链); Location TTS=3UTR
CDIF630_03500	3737646	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17550 (3737235-3737546, +链); Location TTS=3UTR
CDIF630_03501	3737551	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17555 (3738110-3739513, -链); Location TTS=3UTR
CDIF630_03505	3742087	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17575 (3741368-3742018, +链); Location TTS=3UTR
CDIF630_03506	3742036	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17580 (3742153-3742932, -链); Location TTS=3UTR
CDIF630_03509	3744579	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17595 (3744831-3745592, -链); Location TTS=3UTR
CDIF630_03512	3750096	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17610 (3750325-3751125, -链); Location TTS=3UTR
CDIF630_03513	3751309	是	-	高	locus tag直接命中 GFF gene/hslO (3751516-3752391, -链); Location TTS=3UTR
CDIF630_03516	3753652	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17630 (3753783-3754901, -链); Location TTS=3UTR
CDIF630_03517	3755046	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17635 (3755107-3756300, -链); Location TTS=3UTR
CDIF630_03518	3757808	是	+	高	locus tag直接命中 GFF gene/dapA (3756623-3757504, +链); Location TTS=3UTR
CP010905.2:3757582..3757756	3757808	是	+	低	坐标定位到GFF特征 riboswitch/ (3757582-3757756, +链), 非基因特征, 低置信
CDIF630_03523	3761194	是	+	高	locus tag直接命中 GFF gene/dapD (3760974-3761690, +链); Location TTS=CDS
CDIF630_03524	3761744	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17665 (3762142-3763131, -链); Location TTS=3UTR
CDIF630_03525	3764405	是	+	高	locus tag直接命中 GFF gene/dapB (3763571-3764326, +链); Location TTS=3UTR
CDIF630_03525	3764830	是	+	高	locus tag直接命中 GFF gene/dapB (3763571-3764326, +链); Location TTS=3UTR
CDIF630_03527	3766671	是	-	高	locus tag直接命中 GFF gene/hpt (3766734-3767273, -链); Location TTS=3UTR
CDIF630_03528	3767462	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17685 (3767601-3768908, -链); Location TTS=3UTR
CDIF630_03529	3769145	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17695 (3769333-3771108, -链); Location TTS=3UTR
CDIF630_03530	3771258	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17700 (3771320-3771889, -链); Location TTS=3UTR
CDIF630_03532	3773279	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17710 (3773376-3774257, -链); Location TTS=3UTR
CDIF630_03533	3774312	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17715 (3774377-3775384, -链); Location TTS=CDS
CDIF630_03537	3777160	是	-	高	locus tag直接命中 GFF gene/prdB (3777224-3777949, -链); Location TTS=CDS
CDIF630_03541	3780528	是	-	高	locus tag直接命中 GFF gene/prdR (3780661-3782421, -链); Location TTS=3UTR
CDIF630_03542	3782757	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17760 (3782828-3785011, -链); Location TTS=3UTR
CP010905.2:3785593..3785678	3785015	是	-	低	坐标定位到GFF特征 riboswitch/ (3785593-3785678, -链), 非基因特征, 低置信
CP010905.2:3785593..3785678	3785446	是	-	低	坐标定位到GFF特征 riboswitch/ (3785593-3785678, -链), 非基因特征, 低置信
CDIF630_03544	3786014	是	-	高	locus tag直接命中 GFF gene/prdC (3786081-3787394, -链); Location TTS=3UTR
CDIF630_03545	3787678	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17775 (3787783-3788547, -链); Location TTS=3UTR
CDIF630_03546	3789099	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17780 (3788838-3789041, +链); Location TTS=3UTR
CDIF630_03547	3789807	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17785 (3789232-3789768, +链); Location TTS=3UTR
CDIF630_03548	3789064	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17790 (3789772-3790638, -链); Location TTS=3UTR
CDIF630_03549	3791116	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS17795 (3790786-3791031, +链); Location TTS=3UTR
CDIF630_03550	3791076	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17800 (3791145-3792443, -链); Location TTS=3UTR
CDIF630_03552	3794542	是	-	高	locus tag直接命中 GFF gene/rgaR (3794653-3795363, -链); Location TTS=3UTR
CDIF630_03553	3795726	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17815 (3795788-3798454, -链); Location TTS=3UTR
CP010905.2:3798530..3798792	3798505	是	-	低	坐标定位到GFF特征 binding_site/ (3798530-3798792, -链), 非基因特征, 低置信
CDIF630_03555	3798505	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17820 (3799088-3799915, -链); Location TTS=3UTR
CDIF630_03557	3801399	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17830 (3801486-3802355, -链); Location TTS=3UTR
CDIF630_03558	3802489	是	-	高	locus tag直接命中 GFF gene/phoU (3802513-3803166, -链); Location TTS=3UTR
CDIF630_03564	3806919	是	-	高	locus tag直接命中 GFF gene/cmrT (3807064-3807744, -链); Location TTS=3UTR
CDIF630_03568	3811370	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17875 (3811455-3812297, -链); Location TTS=3UTR
CDIF630_03571	3815191	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17890 (3815215-3815376, -链); Location TTS=3UTR
CDIF630_03574	3818432	是	+	高	locus tag直接命中 GFF gene/feoB (3816405-3818351, +链); Location TTS=3UTR
CDIF630_03575	3818485	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17910 (3818530-3819585, -链); Location TTS=3UTR
CDIF630_03580	3822237	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17935 (3822306-3825062, -链); Location TTS=3UTR
CDIF630_03581	3825378	是	-	高	locus tag直接命中 GFF gene/proC (3825660-3826463, -链); Location TTS=3UTR
CDIF630_03582	3826653	是	-	高	locus tag直接命中 GFF gene/hypD (3826788-3829157, -链); Location TTS=3UTR
CDIF630_03584	3830364	是	-	高	locus tag直接命中 GFF gene/htrA (3830415-3831494, -链); Location TTS=3UTR
CDIF630_03585	3831561	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17960 (3831650-3832999, -链); Location TTS=3UTR
CDIF630_03586	3833175	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17965 (3833264-3834892, -链); Location TTS=3UTR
CDIF630_03586	3834244	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS17965 (3833264-3834892, -链); Location TTS=CDS
